City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Flinders,AU,2020-07-11 21:36:08,-34.58,150.86,48.99,92,67,1.01
278,Charters Towers,AU,2020-07-11 21:36:09,-20.1,146.27,62.94,86,41,2.77
279,Rivera,UY,2020-07-11 21:36:09,-30.91,-55.55,52.18,70,95,7.99
280,Ancud,CL,2020-07-11 21:36:09,-41.87,-73.82,43.0,80,75,10.29
281,Husavik,IS,2020-07-11 21:36:09,66.04,-17.34,53.6,71,90,6.93
282,Provideniya,RU,2020-07-11 21:36:09,64.38,-173.3,56.43,49,0,2.46
283,Kawai,JP,2020-07-11 21:36:10,34.23,135.85,75.2,83,75,2.24
284,Kuchinarai,TH,2020-07-11 21:36:10,16.54,104.05,82.99,99,100,3.8
285,Ponta Delgada,PT,2020-07-11 21:32:26,37.73,-25.67,69.8,68,40,4.7
286,Santa Maria,BR,2020-07-11 21:36:10,-29.68,-53.81,60.8,82,100,8.05
287,Suffolk,US,2020-07-11 21:36:10,40.87,-72.8,77.0,88,90,13.87
288,Mersing,MY,2020-07-11 21:36:10,2.43,103.84,73.4,100,68,4.7
289,Tual,ID,2020-07-11 21:36:11,-5.67,132.75,79.48,83,84,19.93
290,Karatuzskoye,RU,2020-07-11 21:36:11,53.61,92.87,51.44,92,23,1.43
291,Monte Alegre,BR,2020-07-11 21:36:11,-2.01,-54.07,79.88,78,10,3.8
292,Westport,US,2020-07-11 21:36:02,41.14,-73.36,81.0,74,1,9.17
293,Djibo,BF,2020-07-11 21:36:12,14.1,-1.63,86.56,51,49,9.44
294,Coihaique,CL,2020-07-11 21:36:12,-45.58,-72.07,33.8,74,40,5.5
295,Santana Do Livramento,BR,2020-07-11 21:34:07,-30.89,-55.53,52.32,70,96,8.14
296,Santo Domingo,DO,2020-07-11 21:36:12,18.5,-69.99,89.6,62,20,11.41
297,Santo Antonio Do Ica,BR,2020-07-11 21:36:12,-3.1,-67.94,79.59,92,71,1.21
298,Minab,IR,2020-07-11 21:36:12,27.15,57.08,91.4,79,20,4.7
299,Dwarka,IN,2020-07-11 21:36:13,22.24,68.97,84.34,81,97,18.79
300,Andenes,NO,2020-07-11 21:36:13,69.31,16.12,53.6,81,44,4.7
301,Kuusamo,FI,2020-07-11 21:36:13,65.97,29.18,53.6,81,46,6.93
302,Asau,RO,2020-07-11 21:36:13,46.43,26.4,61.0,87,0,4.16
303,Mahebourg,MU,2020-07-11 21:36:13,-20.41,57.7,69.8,73,40,17.22
