City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Rainfall over last 1hr,Snowfall over last 1hr
123,Alofi,NU,-19.06,-169.92,75.2,78,19,21.92,few clouds,0.0,0.0
124,Gat,IL,31.61,34.76,73.99,83,1,5.32,clear sky,0.0,0.0
125,Haines Junction,CA,60.75,-137.51,61.86,44,11,10.71,few clouds,0.0,0.0
126,Itarema,BR,-2.92,-39.92,77.5,81,20,14.58,few clouds,0.0,0.0
127,Provideniya,RU,64.38,-173.3,48.2,81,40,15.66,fog,0.0,0.0
128,Tuktoyaktuk,CA,69.45,-133.04,57.2,62,75,11.41,broken clouds,0.0,0.0
129,Robertsport,LR,6.75,-11.37,76.78,82,100,10.09,overcast clouds,0.0,0.0
130,Pisco,PE,-13.7,-76.22,60.8,87,40,4.7,smoke,0.0,0.0
131,Pimentel,PE,-6.84,-79.93,62.01,88,0,12.59,clear sky,0.0,0.0
132,Novyy Urengoy,RU,66.08,76.63,55.74,88,100,12.5,light rain,0.2,0.0
133,Kodinsk,RU,58.69,99.18,73.08,47,12,3.58,few clouds,0.0,0.0
134,Callaway,US,30.15,-85.57,82.99,74,90,20.8,heavy intensity rain,0.76,0.0
135,Barrow,US,71.29,-156.79,39.2,80,90,6.93,overcast clouds,0.0,0.0
136,Nome,US,64.5,-165.41,69.01,59,1,21.92,clear sky,0.0,0.0
137,Hambantota,LK,6.12,81.12,78.8,100,75,4.7,broken clouds,0.0,0.0
138,Isangel,VU,-19.55,169.27,78.8,65,75,11.41,broken clouds,0.0,0.0
139,Mana,GF,5.66,-53.78,77.5,88,60,7.76,light rain,0.44,0.0
140,Kroonstad,ZA,-27.65,27.23,36.37,68,0,5.46,clear sky,0.0,0.0
141,Vestmannaeyjar,IS,63.44,-20.27,50.63,93,100,9.24,light rain,0.58,0.0
142,Xining,CN,36.62,101.77,67.06,50,100,2.33,overcast clouds,0.0,0.0
143,Upernavik,GL,72.79,-56.15,41.27,89,77,8.77,broken clouds,0.0,0.0
144,Ossora,RU,59.24,163.07,57.18,83,97,11.34,overcast clouds,0.0,0.0
145,Comodoro Rivadavia,AR,-45.87,-67.5,39.2,64,1,11.41,clear sky,0.0,0.0
146,Teguise,ES,29.06,-13.56,69.8,83,1,14.99,clear sky,0.0,0.0
147,Georgetown,MY,5.41,100.34,82.4,83,20,5.82,few clouds,0.0,0.0
148,Cap Malheureux,MU,-19.98,57.61,72.0,74,1,10.0,light rain,0.11,0.0
149,Banda Aceh,ID,5.56,95.32,82.76,69,100,5.39,overcast clouds,0.0,0.0
150,Orange Cove,US,36.62,-119.31,102.99,20,1,7.14,clear sky,0.0,0.0
151,Tucurui,BR,-3.77,-49.67,78.67,69,76,2.21,broken clouds,0.0,0.0
152,Ribeira Grande,PT,38.52,-28.7,68.72,81,8,15.7,clear sky,0.0,0.0
153,Vigrestad,NO,58.57,5.7,51.01,99,94,1.99,overcast clouds,0.0,0.0
154,Neiafu,TO,-18.65,-173.98,78.8,74,75,12.75,broken clouds,0.0,0.0
155,Hami,CN,42.8,93.45,81.55,30,91,1.68,overcast clouds,0.0,0.0
156,San Quintin,MX,30.48,-115.95,73.94,62,0,11.65,clear sky,0.0,0.0
157,Asyut,EG,27.18,31.18,76.24,55,0,10.09,clear sky,0.0,0.0
158,Kiama,AU,-34.68,150.87,61.0,74,0,3.0,clear sky,0.0,0.0
159,Atuona,PF,-9.8,-139.03,79.25,77,4,18.01,light rain,0.11,0.0
160,Vanimo,PG,-2.67,141.3,82.67,75,86,2.98,light rain,0.48,0.0
161,Mackenzie,CA,55.3,-123.17,57.2,71,90,2.24,light rain,0.0,0.0
162,Umm Lajj,SA,25.02,37.27,81.88,77,64,5.14,broken clouds,0.0,0.0
163,Yuli,NG,9.7,10.27,72.79,89,60,3.62,broken clouds,0.0,0.0
164,Xiaoshi,CN,41.3,124.12,78.8,78,100,4.47,mist,0.0,0.0
165,Marilia,BR,-22.21,-49.95,66.04,67,0,1.54,clear sky,0.0,0.0
166,Khatanga,RU,71.97,102.5,60.51,61,76,16.58,broken clouds,0.0,0.0
167,Kavieng,PG,-2.57,150.8,84.6,65,51,4.47,broken clouds,0.0,0.0
168,Berdigestyakh,RU,62.1,126.7,93.31,38,13,3.02,few clouds,0.0,0.0
169,Clyde River,CA,70.47,-68.59,41.0,86,75,9.17,broken clouds,0.0,0.0
170,Talnakh,RU,69.49,88.4,57.2,67,100,6.71,overcast clouds,0.0,0.0
171,Bredasdorp,ZA,-34.53,20.04,55.4,82,95,20.8,light rain,0.84,0.0
172,Barcelos,PT,41.54,-8.62,75.0,82,0,2.89,clear sky,0.0,0.0
173,Senno,RU,59.53,33.92,52.36,95,100,1.28,overcast clouds,0.0,0.0
174,Cayenne,GF,4.93,-52.33,77.0,100,8,1.12,clear sky,0.0,0.0
175,Nanortalik,GL,60.14,-45.24,45.54,86,100,3.44,overcast clouds,0.0,0.0
176,Nikolskoye,RU,59.7,30.79,51.01,87,0,1.74,fog,0.0,0.0
177,Lebu,CL,-37.62,-73.65,48.18,88,100,7.54,overcast clouds,0.0,0.0
178,Gamba,GA,-2.65,10.0,71.37,91,100,7.14,overcast clouds,0.0,0.0
179,Raudeberg,NO,61.99,5.14,53.6,81,60,6.93,broken clouds,0.0,0.0
180,Nikolayevsk-Na-Amure,RU,53.14,140.73,68.92,65,94,2.51,overcast clouds,0.0,0.0
181,Chokurdakh,RU,70.63,147.92,73.96,40,33,8.61,scattered clouds,0.0,0.0
182,Miles City,US,46.41,-105.84,84.2,28,1,17.22,clear sky,0.0,0.0
183,Manhumirim,BR,-20.36,-41.96,58.48,69,33,1.59,scattered clouds,0.0,0.0
184,Saint George,US,37.1,-113.58,108.0,12,1,21.92,clear sky,0.0,0.0
185,Fort Morgan,US,40.25,-103.8,86.0,17,1,6.93,clear sky,0.0,0.0
186,Pedasi,PA,7.53,-80.03,79.32,79,45,1.01,scattered clouds,0.0,0.0
187,Nosy Varika,MG,-20.58,48.53,65.66,89,16,5.03,few clouds,0.0,0.0
188,Tiksi,RU,71.69,128.87,65.17,51,0,5.46,clear sky,0.0,0.0
189,Vilyuysk,RU,63.76,121.62,64.08,87,100,5.91,overcast clouds,0.0,0.0
190,Sobolevo,RU,54.43,31.9,53.31,84,100,12.03,light rain,0.12,0.0
191,Dalby,AU,-27.18,151.27,60.01,42,0,3.0,clear sky,0.0,0.0
192,Necochea,AR,-38.55,-58.74,35.01,84,8,13.0,clear sky,0.0,0.0
193,Sabha,LY,27.04,14.43,80.29,30,0,9.06,clear sky,0.0,0.0
194,Saint Anthony,US,45.02,-93.22,79.0,50,1,4.03,clear sky,0.0,0.0
195,Shakhovskaya,RU,56.03,35.51,52.66,96,91,10.04,overcast clouds,0.0,0.0
196,Victoria,HK,22.29,114.16,90.0,66,8,10.0,clear sky,0.0,0.0
197,Saint-Joseph,RE,-21.37,55.62,64.4,72,20,5.82,few clouds,0.0,0.0
198,Broken Hill,AU,-31.95,141.43,48.2,81,40,14.99,scattered clouds,0.0,0.0
199,Jiaocheng,CN,24.68,116.14,91.99,55,38,3.38,scattered clouds,0.0,0.0
200,Longyearbyen,SJ,78.22,15.64,46.4,81,75,2.24,broken clouds,0.0,0.0
201,Abatskoye,RU,56.29,70.46,66.7,75,19,7.72,few clouds,0.0,0.0
202,Laguna,US,38.42,-121.42,102.2,7,1,8.05,clear sky,0.0,0.0
203,Aksu,CN,41.12,80.26,76.93,27,0,3.09,clear sky,0.0,0.0
204,Namibe,AO,-15.2,12.15,62.08,78,0,8.43,clear sky,0.0,0.0
205,Bowen,AU,-20.02,148.23,75.2,31,75,11.41,broken clouds,0.0,0.0
206,Mar Del Plata,AR,-38.0,-57.56,42.8,60,0,16.11,clear sky,0.0,0.0
207,Sartell,US,45.62,-94.21,78.8,54,1,6.24,clear sky,0.0,0.0
208,Kenai,US,60.55,-151.26,60.8,67,75,11.41,broken clouds,0.0,0.0
209,Muros,ES,42.78,-9.06,66.99,64,0,8.99,clear sky,0.0,0.0
210,Tabou,CI,4.42,-7.35,75.06,77,93,5.5,overcast clouds,0.0,0.0
211,San Rafael Del Sur,NI,11.85,-86.44,80.6,88,40,6.93,scattered clouds,0.0,0.0
212,Cabo San Lucas,MX,22.89,-109.91,91.0,46,20,11.41,few clouds,0.0,0.0
213,Souillac,MU,-20.52,57.52,71.6,83,75,18.34,shower rain,0.0,0.0
214,Baruun-Urt,MN,46.68,113.28,71.33,64,100,6.44,overcast clouds,0.0,0.0
215,Bathsheba,BB,13.22,-59.52,82.4,78,40,16.11,scattered clouds,0.0,0.0
216,Valday,RU,57.97,33.25,49.69,96,100,3.29,overcast clouds,0.0,0.0
217,Road Town,VG,18.42,-64.62,82.99,87,0,14.0,clear sky,0.0,0.0
218,Isla Vista,US,34.41,-119.86,82.99,64,1,4.7,clear sky,0.0,0.0
219,Krasnoshchekovo,RU,51.67,82.73,65.68,78,84,4.25,broken clouds,0.0,0.0
220,Sivaki,RU,52.63,126.75,91.18,37,20,3.15,few clouds,0.0,0.0
221,Kongoussi,BF,13.33,-1.53,80.31,61,100,12.17,light rain,0.62,0.0
222,Alice Springs,AU,-23.7,133.88,55.4,50,0,13.87,clear sky,0.0,0.0
223,Sitka,US,57.05,-135.33,57.2,76,90,8.05,overcast clouds,0.0,0.0
224,Westport,US,41.14,-73.36,80.01,78,1,4.7,clear sky,0.0,0.0
225,Ancud,CL,-41.87,-73.82,36.0,100,20,5.82,few clouds,0.0,0.0
226,Bhadasar,IN,28.28,74.32,91.36,50,21,17.54,few clouds,0.0,0.0
227,Galle,LK,6.04,80.22,81.77,82,100,9.31,overcast clouds,0.0,0.0
228,Mecca,SA,21.43,39.83,78.46,36,75,3.36,broken clouds,0.0,0.0
229,Ewa Beach,US,21.32,-158.01,86.0,45,1,11.41,clear sky,0.0,0.0
230,Ayan,RU,56.45,138.17,55.74,84,81,10.07,broken clouds,0.0,0.0
